Event,Full Name,Team Name,points,Division,Weight
TX Nationals,Delilah Contreras,Bar None Wrestling,0,G3,118
Lonestar Nationals,Josephine Olliff,Vagabond Wrestling,10,G3,110
Heart of Texas,Harmony Garfias-Godinez,Strike and Submit Wrestling Club,5,G3,110
Lonestar Nationals,Reagan Gordon,Ranger 47 Wrestling Club,0,G4,136
Panhandle,Tkyuh Salazar,Wesley Club Wrestling,0,G4,119
Lonestar Nationals,Tkyuh Salazar,Wesley Club Wrestling,10,G4,119
Edge of Texas,Hailey Stephenson,NXT Level Wrestling Academy,10,G4,119
TX Nationals,Hailey Stephenson,NXT Level Wrestling Academy,10,G4,119
Edge of Texas,Onesty Ketchum,El Paso Wildcats Wrestling Club,30,G4,98
Panhandle,Onesty Ketchum,El Paso Wildcats Wrestling Club,30,G4,98
Heart of Texas,Onesty Ketchum,El Paso Wildcats Wrestling Club,30,G4,98
Edge of Texas,Vivienne Yarbrough,Gracie Barra Westchase Wrestling Club,30,G4,127
Panhandle,Vivienne Yarbrough,Gracie Barra Westchase Wrestling Club,30,G4,127
TX Nationals,Vivienne Yarbrough,Gracie Barra Westchase Wrestling Club,30,G4,127
Heart of Texas,Vivienne Yarbrough,Gracie Barra Westchase Wrestling Club,30,G4,127
Lonestar Nationals,Vivienne Yarbrough,Gracie Barra Westchase Wrestling Club,30,G4,127
Edge of Texas,Madysun Serrano,El Paso Wildcats Wrestling Club,0,G4,98
Heart of Texas,Madysun Serrano,Texas,0,G4,98
Edge of Texas,Audrey Cunningham,Gracie Barra Westchase Wrestling Club,30,G4,110
Panhandle,Audrey Cunningham,Gracie Barra Westchase Wrestling Club,30,G4,110
TX Nationals,Audrey Cunningham,Gracie Barra Westchase Wrestling Club,30,G4,110
Heart of Texas,Audrey Cunningham,Gracie Barra Westchase Wrestling Club,30,G4,110
Lonestar Nationals,Audrey Cunningham,Gracie Barra Westchase Wrestling Club,30,G4,110
Edge of Texas,Annabel Choo,Gracie Barra Westchase Wrestling Club,30,G4,79
TX Nationals,Annabel Choo,Gracie Barra Westchase Wrestling Club,30,G4,79
TX Nationals,Ariel Mylove Garcia,El Paso Wildcats Wrestling Club,0,G4,145
Edge of Texas,Ariel Mylove Garcia,El Paso Wildcats Wrestling Club,10,G4,136
TX Nationals,Ariel Mylove Garcia,El Paso Wildcats Wrestling Club,0,G4,136
Heart of Texas,Ariel Mylove Garcia,El Paso Wildcats Wrestling Club,5,G4,136
Lonestar Nationals,Ariel Mylove Garcia,El Paso Wildcats Wrestling Club,0,G4,136
TX Nationals,Audrey Brandt,Austin Wrestling Academy,30,G4,185
Heart of Texas,Audrey Brandt,Austin Wrestling Academy,30,G4,185
Lonestar Nationals,Audrey Brandt,Austin Wrestling Academy,30,G4,185
Panhandle,Aspyn Stephens,Sisters on the Mat,5,G4,105
TX Nationals,Aspyn Stephens,Sisters on the Mat,0,G4,105
Heart of Texas,Karai Smith,Bandit Combat Sports,30,G4,136
Heart of Texas,Rose Ruiz,NB Elite Wrestling Club,5,G4,119
TX Nationals,Rose Letsche,Best Trained Wrestling,0,G4,127
Lonestar Nationals,Rose Letsche,Best Trained Wrestling,10,G4,127
TX Nationals,Kaileigh Slough,Amped Wrestling Club,10,G4,98
Lonestar Nationals,Kaileigh Slough,Amped Wrestling Club,5,G4,98
Panhandle,Kenzie Sutton,Amped Wrestling Club,30,G4,119
Lonestar Nationals,Kenzie Sutton,Amped Wrestling Club,30,G4,119
Heart of Texas,Mira Hernandez,ONE Wrestling Academy,30,G4,119
TX Nationals,Mira Hernandez,ONE Wrestling Academy,10,G4,110
Edge of Texas,Sophia Tellez,Takedown City Wrestling Club,5,G4,119
Panhandle,Sophia Tellez,Takedown City Wrestling Club,0,G4,119
TX Nationals,Sophia Tellez,Takedown City Wrestling Club,0,G4,119
TX Nationals,Abby Richers,Gracie Barra Westchase Wrestling Club,30,G4,119
TX Nationals,Lilith Montemayor Alvarez,Rise Wrestling,0,G4,127
TX Nationals,Sophia Rosales,Silverback Wrestling Fort Worth,10,G4,136
Panhandle,Sophia Rosales,Silverback Wrestling Fort Worth,0,G4,127
TX Nationals,Leila Hilbert,ONE Wrestling Academy,0,G4,119
Heart of Texas,Leila Hilbert,ONE Wrestling Academy,10,G4,110
Heart of Texas,Raelyn Lopez,3F Wrestling,5,G4,105
TX Nationals,Raelyn Lopez,3F Wrestling,0,G4,98
TX Nationals,Kenzi Kettler,Spring Klein Wrestling Club,0,G4,92
TX Nationals,Eyniah Byrd,Sisters on the Mat,0,G4,110
Lonestar Nationals,Zoie Smithe,El Paso Texas Wrestling Club (EPTWC),10,G4,67
TX Nationals,Guadalupe Larrea,Sisters on the Mat,0,G4,199
Panhandle,Guadalupe Larrea,Sisters on the Mat,0,G4,185
TX Nationals,Guadalupe Larrea,Sisters on the Mat,0,G4,185
Edge of Texas,Sofia Garcia,El Paso Enforcers Wrestling Club,30,G4,145
Panhandle,Sofia Garcia,El Paso Enforcers Wrestling Club,30,G4,145
TX Nationals,Sofia Garcia,El Paso Enforcers Wrestling Club,10,G4,145
Lonestar Nationals,Sofia Garcia,El Paso Enforcers Wrestling Club,30,G4,145
TX Nationals,Belle Garcia,Takedown City Wrestling Club,0,G4,105
Heart of Texas,Belle Garcia,Takedown City Wrestling Club,30,G4,105
Lonestar Nationals,Belle Garcia,Takedown City Wrestling Club,30,G4,98
Edge of Texas,Mercedes Ortiz,Bordertown Brawlers Wrestling Club,0,G4,119
Panhandle,Sarahi Guerrero,Silverback Wrestling Fort Worth,30,G4,136
TX Nationals,Sarahi Guerrero,Silverback Wrestling Fort Worth,30,G4,136
Lonestar Nationals,Sarahi Guerrero,Silverback Wrestling Fort Worth,30,G4,136
Edge of Texas,Lovelle Hernandez,Takedown Elite,10,G4,79
Lonestar Nationals,Lovelle Hernandez,Takedown Elite Wrestling,10,G4,79
TX Nationals,Kaeli Forrester,Silverback Wrestling Fort Worth,10,G4,199
Panhandle,Kaeli Forrester,Silverback Wrestling Fort Worth,30,G4,185
TX Nationals,Kaeli Forrester,Silverback Wrestling Fort Worth,5,G4,185
Lonestar Nationals,Kaeli Forrester,Silverback Wrestling Fort Worth,10,G4,185
Lonestar Nationals,Laynie Magee,Amped Wrestling Club,5,G4,110
Edge of Texas,Jimena Moreno,NXT Level Wrestling Academy,5,G4,98
TX Nationals,Jalissa Ortega,Texas Elite Wrestling Club,5,G4,119
Panhandle,Zaybri Curiel,West Texas Grapplers Wrestling Club,0,G4,136
Panhandle,Austin Wood,Silverback Wrestling Fort Worth,10,G4,145
TX Nationals,Austin Wood,Apex Grappling Academy,5,G4,136
Panhandle,Karlina Mendez,806 Takedown Wrestling,5,G4,92
Heart of Texas,Karlina Mendez,806 Takedown Wrestling,0,G4,92
Lonestar Nationals,Karlina Mendez,806 Takedown Wrestling,10,G4,92
Panhandle,Emma Rodarte,Wesley Club Wrestling,10,G4,110
TX Nationals,Serenity Alcala,Mission Wrestling Club,0,G4,199
Panhandle,Serenity Alcala,Mission Wrestling Club,5,G4,185
Heart of Texas,Jade Norwood,Righteous Wrestling Club,10,G4,185
Panhandle,Gianna Latham,Randall Youth Wrestling Club,0,G4,92
Lonestar Nationals,Gianna Latham,Randall Youth Wrestling Club,0,G4,92
Lonestar Nationals,Hallie Jackson,Rockwall Training Center,0,G4,145
Edge of Texas,Giovanna Borja,Team Xtreme Wrestling,30,G4,119
Heart of Texas,Isis Johnson,El Paso Enforcers Wrestling Club,5,G4,92
Edge of Texas,Isis Johnson,El Paso Enforcers Wrestling Club,30,G4,85
Panhandle,Isis Johnson,El Paso Enforcers Wrestling Club,5,G4,85
TX Nationals,Isis Johnson,El Paso Enforcers Wrestling Club,5,G4,85
Lonestar Nationals,Isis Johnson,El Paso Enforcers Wrestling Club,30,G4,85
Edge of Texas,Journey Mireles,El Paso Supers Wrestling Club,10,G4,85
TX Nationals,Liliana Valdez,Mission Wrestling Club,0,G4,85
TX Nationals,Leah Valdez,Mission Wrestling Club,0,G4,85
TX Nationals,Aubrey Warren,NB Elite Wrestling Club,5,G4,145
Heart of Texas,Aubrey Warren,NB Elite Wrestling Club,5,G4,145
TX Nationals,Maliah Tran,Paradigm Wrestling,0,G4,105
Lonestar Nationals,Maliah Tran,Paradigm Wrestling,10,G4,105
Edge of Texas,Rosalie Silva,El Paso Wildcats Wrestling Club,0,G4,127
Panhandle,Katelyn Bachelot,Irish Wrestling Club,0,G4,127
Lonestar Nationals,Katelyn Bachelot,Irish Wrestling Club,5,G4,127
Heart of Texas,Topanga Henry,Stingers Wrestling Club,10,G4,127
Lonestar Nationals,Brilynn Mejia,Panhandle RTC,5,G4,136
Edge of Texas,Brilynn Mejia,Panhandle RTC,5,G4,127
Panhandle,Brilynn Mejia,Panhandle RTC,0,G4,127
TX Nationals,Brilynn Mejia,Panhandle RTC,5,G4,127
Heart of Texas,Adalyn De Leon,Ohana HQ Wrestling,10,G4,105
TX Nationals,Emmy Helton,All American Wrestling Club,5,G4,98
Lonestar Nationals,Emmy Helton,All American Wrestling Club,0,G4,98
Heart of Texas,Envy Lopez,ReZults Wrestling,10,G4,136
Lonestar Nationals,Envy Lopez,ReZults Wrestling,10,G4,136
Edge of Texas,Envy Lopez,ReZults Wrestling,10,G4,127
Panhandle,Envy Lopez,ReZults Wrestling,10,G4,127
TX Nationals,Envy Lopez,ReZults Wrestling,10,G4,127
Edge of Texas,Sophia Reyes,Sentinels Wrestling Academy,30,G4,136
Lonestar Nationals,Natalie Arreguin,All American Wrestling Club,5,G4,105
Panhandle,Jazlyn Garza,Silverback Wrestling Fort Worth,10,G4,92
TX Nationals,Ava Delgado,NB Elite Wrestling Club,10,G4,85
Heart of Texas,Ava Delgado,NB Elite Wrestling Club,30,G4,85
Heart of Texas,Ava Delgado,NB Elite Wrestling Club,10,G4,85
Edge of Texas,Zuleyma Ruiz,NB Elite Wrestling Club,30,G4,105
TX Nationals,Zuleyma Ruiz,NB Elite Wrestling Club,10,G4,105
Heart of Texas,Leire Smith,Dead Shot Wrestling Club,5,G4,98
Edge of Texas,Leire Smith,Dead Shot Wrestling Club,30,G4,92
TX Nationals,Leire Smith,Dead Shot Wrestling Club,30,G4,92
Heart of Texas,Ava Cabalona,Takedown City Wrestling Club,10,G4,119
Edge of Texas,Ava Cabalona,Takedown City Wrestling Club,5,G4,110
TX Nationals,Ava Cabalona,Takedown City Wrestling Club,5,G4,110
Lonestar Nationals,Ava Cabalona,Takedown City Wrestling Club,10,G4,110
Heart of Texas,Giselle Evans,Heart and Pride Wrestling Club,30,G4,145
TX Nationals,Brianna Aleywine,Hornet Wrestling Club,0,G4,119
TX Nationals,Adriana Castaneda,Takedown City Wrestling Club,0,G4,185
Heart of Texas,Adriana Castaneda,Takedown City Wrestling Club,10,G4,145
Lonestar Nationals,Adriana Castaneda,Takedown City Wrestling Club,10,G4,145
TX Nationals,Lilianna Cantu,Nolf Wrestling Academy,0,G4,79
Lonestar Nationals,Rachel Perkes,RHINO Wrestling,0,G4,119
Panhandle,Savannah Garza,West Texas Grapplers Wrestling Club,0,G4,119
Lonestar Nationals,Marcela Reyes,Best Trained Wrestling,0,G4,127
Lonestar Nationals,Emma Britton,Texas Eagle Wrestling Academy,0,G4,119
Lonestar Nationals,Braylee Brittainwinn,Wesley Club Wrestling,5,G4,119
Panhandle,Addison Arguello,West Amarillo Wrestling Club,5,G4,145
Heart of Texas,Addison Arguello,West Amarillo Wrestling Club,0,G4,145
Lonestar Nationals,Presley Hammonds,Irish Wrestling Club,0,G4,110
Lonestar Nationals,Kennedy Blevins,Amped Wrestling Club,5,G4,92
Lonestar Nationals,PEARL PURI,FM Wrestling Club,0,G4,119
TX Nationals,Sarah Villanueva,Best Trained Wrestling,0,G4,92
Lonestar Nationals,Devanie Gomez,Texasports Wrestling,30,G4,105
TX Nationals,Nevaeh Ingle,All American Wrestling Club,0,G4,110
Lonestar Nationals,Nevaeh Ingle,All American Wrestling Club,0,G4,105
Heart of Texas,Elizabeth Lively,Vici Wrestling Club,0,G4,105
Lonestar Nationals,Elizabeth Lively,Vici Wrestling Club,0,G4,105
Lonestar Nationals,Kai Orta,ReZults Wrestling,0,G4,110
TX Nationals,Isabella Pineda,Gracie Barra Westchase Wrestling Club,30,G4,98
Heart of Texas,Isabella Pineda,Gracie Barra Westchase Wrestling Club,10,G4,98
Lonestar Nationals,Isabella Pineda,Gracie Barra Westchase Wrestling Club,10,G4,98
Heart of Texas,Genevieve Campos,Empire Elite Wrestling,0,G4,92
Edge of Texas,Makayla Pedregon,El Paso Texas Wrestling Club,0,G4,127
Edge of Texas,Patrizia Josephine Washington,NXT Level Wrestling Academy,10,G4,185
Heart of Texas,Vidita Chamoli,Alamo City Wrestling Club,0,G4,119
TX Nationals,Jaylee McCray,Alamo City Wrestling Club,0,G4,127
TX Nationals,Serenity Schwandt,Bandas Wrestling Academy,0,G4,98
TX Nationals,Stella Nance,G580 Wrestling Club,10,G4,92
Heart of Texas,Stella Nance,G580 Wrestling Club,30,G4,92
Lonestar Nationals,Stella Nance,G580 Wrestling Club,30,G4,92
Heart of Texas,CARA SUSTALA,Comal County Wrestling Club,0,G4,136
Panhandle,Priscilla Castillo,Rise Wrestling,5,G4,136
Edge of Texas,Jasmine Naea-Keemer,El Paso Texas Wrestling Club,5,G4,145
Lonestar Nationals,Jasmine Naea-Keemer,El Paso Texas Wrestling Club (EPTWC),5,G4,145
TX Nationals,Olivia Machado,Tom Eagle Wrestling Academy,0,G4,136
Edge of Texas,Destinee Goodman,El Paso Enforcers Wrestling Club,10,G4,145
Edge of Texas,Eden Bradshaw,El Paso Enforcers Wrestling Club,0,G4,127
Panhandle,Anjalyna Montez,Lubbock-Cooper High School Wrestling,0,G4,105
Lonestar Nationals,Anjalyna Montez,Lubbock-Cooper High School Wrestling,0,G4,98
Panhandle,Sadie Blevins,Borger Wrestling Club,5,G4,79
Panhandle,Annabelle O'Connell,,0,G4,185
Panhandle,Sung Tial,,0,G4,98
Lonestar Nationals,Kourtney Rivera,Lubbock-Cooper High School Wrestling,0,G4,127
Heart of Texas,Olivia Weippert,Dripping Springs Youth Sports Association Wrestling Club,5,G4,127
Edge of Texas,Leanna De La O,Bordertown Brawlers Wrestling Club,30,G4,185
Lonestar Nationals,Bellamy HENDERSON,Spartan Mat Club,10,G4,85
Edge of Texas,Annette Ibarra,El Paso Wildcats Wrestling Club,0,G4,98
Heart of Texas,Annette Ibarra,El Paso Wildcats Wrestling Club,0,G4,98
Panhandle,Divihnity Vorasane,,0,G4,92
Heart of Texas,Isabella Molina,Stingers Wrestling Club,0,G4,119
TX Nationals,Laura Serna,The Pack Wrestling Club,0,G4,145
TX Nationals,Scarlett Hartman,Spring Klein Wrestling Club,0,G4,110
TX Nationals,Suli Marchan,Lubbock-Cooper High School Wrestling,0,G4,145
TX Nationals,Brooklynn Garza,Lubbock-Cooper High School Wrestling,0,G4,98
Lonestar Nationals,Kaila Hanakawa,Viking Wrestling Club,0,G4,127
Panhandle Nationals,Olivia Agin,El Paso Texas Wrestling Club (EPTWC),30,TOT,35
Panhandle Nationals,Luke Zuniga,ReZults Wrestling,10,TOT,35
Panhandle Nationals,Levi Enriquez,Takedown Elite Wrestling,5,TOT,35
Panhandle Nationals,Leia Scott,Stay Sharp Wrestling Club,0,TOT,35
Panhandle Nationals,Nayah Barry,El Paso Enforcers Wrestling Club,0,TOT,35
Panhandle Nationals,Thomas Castaneda,El Paso Texas Wrestling Club (EPTWC),30,TOT,38
Panhandle Nationals,Nazareth Vela,Top Rank,10,TOT,38
Panhandle Nationals,Daniel Mireles III,Wesley Club Wrestling,5,TOT,38
Panhandle Nationals,Zachariah Garza,Dumas Wrestling,0,TOT,38
Panhandle Nationals,Kelan Medina,,0,TOT,38
Panhandle Nationals,Beau Hernandez,Wesley Club Wrestling,0,TOT,38
Panhandle Nationals,Annamari Galvan,Lubbock-Cooper High School Wrestling,30,TOT,41
Panhandle Nationals,Ella Beck,Top Rank,10,TOT,41
Panhandle Nationals,Jacobo Leos,Valley Wrestling Club,5,TOT,41
Panhandle Nationals,Evan Jaramillo,El Paso Texas Wrestling Club (EPTWC),0,TOT,41
Panhandle Nationals,Zane Vasquez,Panhandle RTC,0,TOT,41
Panhandle Nationals,Easton Lopez,Liberal Wrestling Club,30,TOT,44
Panhandle Nationals,Ezra Saenzpardo,El Paso Texas Wrestling Club (EPTWC),10,TOT,44
Panhandle Nationals,Johnny Slater,Panhandle RTC,5,TOT,44
Panhandle Nationals,Donovan Ray Herrera,Grizzly Wrestling Club,0,TOT,44
Panhandle Nationals,Michael Mattox,Katy Area Wrestling Club,0,TOT,44
Panhandle Nationals,Zoe Ivan Rios,Panhandle RTC,0,TOT,44
Panhandle Nationals,Luciano Hernandez,,30,TOT,48
Panhandle Nationals,Xzayvian Arredondo,Top Notch Wrestling Club,10,TOT,48
Panhandle Nationals,Wrenland Roberts,Wesley Club Wrestling,5,TOT,48
Panhandle Nationals,Jack Horn,Panther City Wrestling Club,0,TOT,48
Panhandle Nationals,Raygen Bryant,Prime Wrestling,0,TOT,48
Panhandle Nationals,Luna Leos,Valley Wrestling Club,0,TOT,48
Panhandle Nationals,Abraham Garcia,ReZults Wrestling,30,TOT,52
Panhandle Nationals,Judah Fambro,Fitness Fight Factory Wrestling Club,10,TOT,52
Panhandle Nationals,Jett Elledge,Prime Wrestling,5,TOT,52
Panhandle Nationals,William Carpenter,,0,TOT,52
Panhandle Nationals,Layton Upmann,Warrior Trained Wrestling,0,TOT,52
Panhandle Nationals,Zabriel Medellin,Dumas Wrestling,0,TOT,52
Panhandle Nationals,Isaac Barcenas,Takedown Elite Wrestling,30,TOT,56
Panhandle Nationals,Gared Melgoza,Grizzly Wrestling Club,10,TOT,56
Panhandle Nationals,Malachi Lemon,Glory Wrestling Academy,30,TOT,55-58 EXB
Panhandle Nationals,Gared Melgoza,Grizzly Wrestling Club,10,TOT,55-58 EXB
Panhandle Nationals,Malachi Lemon,Glory Wrestling Academy,30,TOT,60
Edge of Texas,Levi Enriquez,Takedown Elite,30,TOT,35
Edge of Texas,Olivia Agin,El Paso Texas Wrestling Club,10,TOT,35
Edge of Texas,Malachi Pride,Takedown Elite,5,TOT,35
Edge of Texas,Silas Carlson,Takedown Elite,0,TOT,35
Edge of Texas,Leia Scott,STAY SHARP WRESTLING CLUB,0,TOT,35
Edge of Texas,Thomas Castaneda,El Paso Texas Wrestling Club,30,TOT,38
Edge of Texas,Cain Munoz,Takedown Elite,10,TOT,38
Edge of Texas,Alexandra Murphy,Takedown City Wrestling Club,5,TOT,38
Edge of Texas,Elliott Kee,Takedown Elite,0,TOT,38
Edge of Texas,Nayah Barry,El Paso Enforcers Wrestling Club,0,TOT,38
Edge of Texas,Amir Banderas,LC Gladiators,0,TOT,38
Edge of Texas,Benson Wong,Texas Wrestling Academy,30,TOT,41
Edge of Texas,Josiah Lopez,El Paso Supers Wrestling Club,10,TOT,41
Edge of Texas,Remi Spence,Cyclones Wrestling Club,5,TOT,41
Edge of Texas,Archer Singleton,El Paso Enforcers Wrestling Club,0,TOT,41
Edge of Texas,Noah Barron,El Paso Texas Wrestling Club,0,TOT,41
Edge of Texas,Evan Jaramillo,El Paso Texas Wrestling Club,0,TOT,41
Edge of Texas,Ezra Saenzpardo,El Paso Texas Wrestling Club,30,TOT,44
Edge of Texas,Liam Aguirre,Takedown Elite,10,TOT,44
Edge of Texas,Jonah Amaton,El Paso Texas Wrestling Club,5,TOT,44
Edge of Texas,Donovan Ray Herrera,Grizzly Wrestling Club,0,TOT,44
Edge of Texas,Kaiden Cordero,El Paso Texas Wrestling Club,0,TOT,44
Edge of Texas,Joshua Amador,Cobre Youth Wrestling,0,TOT,44
Edge of Texas,Easton Pedraza,Cobre Youth Wrestling,30,TOT,48
Edge of Texas,Amazi Snow,El Paso Enforcers Wrestling Club,10,TOT,48
Edge of Texas,Evan Hernandez,El Paso Supers Wrestling Club,5,TOT,48
Edge of Texas,Noel Norez,El Paso Wildcats Wrestling Club,0,TOT,48
Edge of Texas,Genesis Lang,Panhandle RTC,0,TOT,48
Edge of Texas,Santana Chavez,El Paso Wildcats Wrestling Club,0,TOT,48
Edge of Texas,Alayah Rodriguez,Takedown Elite,30,TOT,52-56
Edge of Texas,Gared Melgoza,Grizzly Wrestling Club,10,TOT,52-56
Edge of Texas,Kevin Munoz,El Paso Wildcats Wrestling Club,30,TOT,80
Edge of Texas,Zaylie Cigarroa,El Paso Wildcats Wrestling Club,10,TOT,80
Edge of Texas,Annayah Adams,El Paso Supers Wrestling Club,5,TOT,80
Texas Nationals,Annamari Galvan,Lubbock-Cooper High School Wrestling,30,TOT,35-38
Texas Nationals,Alexandra Murphy,Takedown City Wrestling Club,10,TOT,35-38
Texas Nationals,Olivia Agin,El Paso Texas Wrestling Club (EPTWC),5,TOT,35-38
Texas Nationals,Kyeden Pena,ReZults Wrestling,0,TOT,35-38
Texas Nationals,Nayah Barry,El Paso Enforcers Wrestling Club,0,TOT,35-38
Texas Nationals,Adonis Noguera,Texas Elite Wrestling Club,0,TOT,35-38
Texas Nationals,Whit Martinez,North DeSoto Wrestling Academy,30,TOT,41
Texas Nationals,Kanaan Howell,Texas Select Wrestling,10,TOT,41
Texas Nationals,Roman Morris,Katy Area Wrestling Club,5,TOT,41
Texas Nationals,Ethan Morales,Apex Grappling Academy,0,TOT,41
Texas Nationals,Tyson Townes,Texas Elite Wrestling Club,30,TOT,44
Texas Nationals,Julius Alexander,Vici Wrestling Club,10,TOT,44
Texas Nationals,Donovan Cuppy,Steve Page Grappling,5,TOT,44
Texas Nationals,Dominic Luna,Katy Area Wrestling Club,0,TOT,44
Texas Nationals,Michael Mattox,Katy Area Wrestling Club,0,TOT,44
Texas Nationals,Bridger Jacobs,Brazoria County Wrestling,0,TOT,44
Texas Nationals,Leonard Tatlonghari,Vici Wrestling Club,30,TOT,48
Texas Nationals,Byron Gabriel Hill,FM Wrestling Club,10,TOT,48
Texas Nationals,Isaiah Arroyo,Wolf Pack Wrestling TX,5,TOT,48
Texas Nationals,Raegan Blalock,Vici Wrestling Club,0,TOT,48
Texas Nationals,Kade Jackson,Texas Elite Wrestling Club,0,TOT,48
Texas Nationals,Dawson Sellari,Texas Elite Wrestling Club,0,TOT,48
Texas Nationals,Donovan DeAnda,Vici Wrestling Club,30,TOT,52
Texas Nationals,Rhett Castleman,Hornet Wrestling Club,10,TOT,52
Texas Nationals,Jaxon Fundenberger,Texas Eagle Wrestling Academy,5,TOT,52
Texas Nationals,Jaxton Davis,Vici Wrestling Club,0,TOT,52
Texas Nationals,Judah Fambro,Fitness Fight Factory Wrestling Club,0,TOT,52
Texas Nationals,Adonis Ramirez,Alamo City Wrestling Club,0,TOT,52
Texas Nationals,Reid Baker,Vici Wrestling Club,30,TOT,56
Texas Nationals,Gared Melgoza,Grizzly Wrestling Club,10,TOT,56
Texas Nationals,Marcus Ferguson,Nolf Wrestling Academy,30,TOT,60-199
Texas Nationals,James Murray,Katy Area Wrestling Club,10,TOT,60-199
Texas Nationals,Blaise Yochum,Hornet Wrestling Club,5,TOT,60-199
Heart of Texas,Reid Baker,Vici Wrestling Club,30,TOT,56
Heart of Texas,Leonard Tatlonghari,Vici Wrestling Club,30,TOT,52
Heart of Texas,Dominic Luna,Katy Area Wrestling Club,30,TOT,44
Heart of Texas,Olivia Agin,El Paso Texas Wrestling Club (EPTWC),30,TOT,35
Heart of Texas,Olivia Agin,El Paso Texas Wrestling Club (EPTWC),30,TOT,35-38
Heart of Texas,Wrenland Roberts,Wesley Club Wrestling,30,TOT,48
Heart of Texas,Marcus Ferguson,Nolf Wrestling Academy,30,TOT,60
Heart of Texas,Luca Gomez,Tyler Tornadoes Wrestling,30,TOT,41
Heart of Texas,Jaxton Davis,Vici Wrestling Club,10,TOT,56
Heart of Texas,Donovan DeAnda,Vici Wrestling Club,10,TOT,52
Heart of Texas,Jahbari Jackson,Texas,10,TOT,44
Heart of Texas,Roman Morris,Katy Area Wrestling Club,10,TOT,35-38
Heart of Texas,Dominic Lain,Strike and Submit Wrestling Club,10,TOT,48
Heart of Texas,James Murray,Katy Area Wrestling Club,10,TOT,60
Heart of Texas,Nova Garcia,Bandas Wrestling Academy,10,TOT,41
Heart of Texas,Gared Melgoza,Grizzly Wrestling Club,5,TOT,56
Heart of Texas,Abraham Garcia,ReZults Wrestling,5,TOT,52
Heart of Texas,Donovan Ray Herrera,Grizzly Wrestling Club,5,TOT,44
Heart of Texas,Alexandra Murphy,Takedown City Wrestling Club,5,TOT,35-38
Heart of Texas,Raegan Blalock,Vici Wrestling Club,5,TOT,48
Heart of Texas,Zaylie Cigarroa,El Paso Wildcats Wrestling Club,5,TOT,60
Heart of Texas,Kyrie Anderson,Takedown City Wrestling Club,0,TOT,52
Heart of Texas,Charlotte Vonberg,Grizzly Wrestling Club,0,TOT,44
Heart of Texas,Nostolgic McKinney,Patriot Wrestling Club,0,TOT,35-38
Heart of Texas,Dawson Sellari,Texas Elite Wrestling Club,0,TOT,48
Heart of Texas,Euxevio Ortiz,Alamo City Wrestling Club,0,TOT,52
Heart of Texas,Kyeden Pena,ReZults Wrestling,0,TOT,35-38
Heart of Texas,Luke Millikan,Grizzly Wrestling Club,0,TOT,48
Heart of Texas,Ryder Ramos,Bandas Wrestling Academy,0,TOT,52
Heart of Texas,Phoenix Mascorro,Alamo City Wrestling Club,0,TOT,48
